smiles,group,sub_smi
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,training,*c1ccccc1C
CCCCCC=O,training,CCCCCC=O
CCCCOC(=O)c1ccc(N)cc1,training,*CCCC
CCCCOC(=O)c1ccc(N)cc1,training,*O*
CCCCOC(=O)c1ccc(N)cc1,training,*C(*)=O
CCCCOC(=O)c1ccc(N)cc1,training,*c1ccc(N)cc1
Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,training,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C
CC(C)=CCC/C(C)=C\CO,training,*=CCO
CC(C)=CCC/C(C)=C\CO,training,*=C(C)C
CC(C)=CCC/C(C)=C\CO,training,*=CCCC(=*)C
Clc1ccc(-c2ccccc2Cl)cc1,training,*c1ccc(Cl)cc1
Clc1ccc(-c2ccccc2Cl)cc1,training,*c1ccccc1Cl
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*C(=O)CCCCCCC
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*OC*
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*N1C(=O)NC(*)(*)C1=O
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*c1ccccc1
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*c1ccccc1
CC[N+](=O)[O-],training,CC[N+](=O)[O-]
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*CC(=C)C
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*N(*)*
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*CC
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*c1cc([N+](=O)[O-])c(*)c([N+](=O)[O-])c1
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*C(F)(F)F
Clc1ccc(Cl)c(Cl)c1Cl,test,Clc1ccc(Cl)c(Cl)c1Cl
CCCC(C)(COC(N)=O)COC(N)=O,training,*CC(C)(C*)CCC
CCCC(C)(COC(N)=O)COC(N)=O,training,*O*
CCCC(C)(COC(N)=O)COC(N)=O,training,*C(N)=O
CCCC(C)(COC(N)=O)COC(N)=O,training,*O*
CCCC(C)(COC(N)=O)COC(N)=O,training,*C(N)=O
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,training,*C(C)=O
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,training,*C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
CI,test,CI
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,training,*CC(*)O
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,training,*C1CC(=O)NC(=O)C1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,training,*C1CC(C)CC(C)C1=O
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*C(=O)CCCCCC
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*OC*
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*N1C(=O)NC(*)(*)C1=O
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*c1ccccc1
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*c1ccccc1
CC1=CC(=O)CC(C)(C)C1,valid,CC1=CC(=O)CC(C)(C)C1
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,training,*C(C)CC
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,training,*C1(*)C(=O)NC(=O)NC1=O
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,training,*CC
CCCCC(=O)CCCC,training,CCCCC(=O)CCCC
CCC1(c2ccccc2)CCC(=O)NC1=O,training,*CC
CCC1(c2ccccc2)CCC(=O)NC1=O,training,*C1(*)CCC(=O)NC1=O
CCC1(c2ccccc2)CCC(=O)NC1=O,training,*c1ccccc1
CCC(C)CC,valid,CCC(C)CC
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*CC
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*O*
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*c1ccc(*)cc1
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*CC(*)(C)C
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*O*
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*C*
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*c1cccc(*)c1
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*O*
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*c1ccccc1
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,training,*c1ccccc1C
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,training,*n1c(C)nc2ccccc2c1=O
N#CCCl,training,N#CCCl
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*c1cc(Cl)c(Cl)cc1Cl
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*CC
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*OP(=S)(CC)O*
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,training,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
c1ccnnc1,training,c1ccnnc1
Clc1cc(Cl)c(Cl)c(Cl)c1,training,Clc1cc(Cl)c(Cl)c(Cl)c1
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,training,CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1
Nc1ccccc1O,training,Nc1ccccc1O
CCCCCCCCC(=O)OCC,training,*C(=O)CCCCCCCC
CCCCCCCCC(=O)OCC,training,*O*
CCCCCCCCC(=O)OCC,training,*CC
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,valid,*OC
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,valid,*C(=O)C*
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,valid,*N(*)*
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,valid,*c1c(C)cccc1C
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,valid,*C(=O)C(*)C
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,valid,*OC
CNC(=O)Oc1ccccc1OC(C)C,training,*NC
CNC(=O)Oc1ccccc1OC(C)C,training,*C(*)=O
CNC(=O)Oc1ccccc1OC(C)C,training,*O*
CNC(=O)Oc1ccccc1OC(C)C,training,*c1ccccc1*
CNC(=O)Oc1ccccc1OC(C)C,training,*O*
CNC(=O)Oc1ccccc1OC(C)C,training,*C(C)C
CCC(C)Cl,training,CCC(C)Cl
Oc1ccc2ccccc2c1,training,Oc1ccc2ccccc2c1
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,training,*C(C)C
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,training,*O*
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,training,*c1cc(*)c(Cl)cc1Cl
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,training,*n1nc(*)oc1=O
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,training,*C(C)(C)C
C#CCCCC,training,C#CCCCC
C#CCCCCCCC,test,C#CCCCCCCC
Cc1ccccc1Cl,valid,Cc1ccccc1Cl
CC(C)OC(C)C,training,*C(C)C
CC(C)OC(C)C,training,*O*
CC(C)OC(C)C,training,*C(C)C
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,training,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
CNN,training,CNN
C#CC,training,C#CC
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,training,*CC
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,training,*OP(=S)(O*)ON=C(C#N)c1ccccc1
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,training,*CC
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,training,*=C(C)OP(=S)(NCC)OC
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,training,*C(=O)C=*
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,training,*O*
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,training,*C(C)C
C=CC=O,training,C=CC=O
O=c1[nH]cnc2nc[nH]c12,training,O=c1[nH]cnc2nc[nH]c12
Oc1ccc2ncccc2c1,training,Oc1ccc2ncccc2c1
Fc1ccccc1,valid,Fc1ccccc1
CCCCl,training,CCCCl
CCOC(C)=O,training,*CC
CCOC(C)=O,training,*O*
CCOC(C)=O,training,*C(C)=O
CCCC(C)(C)C,training,CCCC(C)(C)C
Cc1cc(C)c(C)c(C)c1C,training,Cc1cc(C)c(C)c(C)c1C
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,training,*CCCC
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,training,*O*
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,training,*C(=O)CCCCCCCCC(*)=O
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,training,*O*
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,training,*CCCC
Clc1ccc(-c2ccc(Cl)cc2)cc1,valid,*c1ccc(Cl)cc1
Clc1ccc(-c2ccc(Cl)cc2)cc1,valid,*c1ccc(Cl)cc1
Cc1cccnc1C,training,Cc1cccnc1C
C=C(C)C1CC=C(C)C(=O)C1,test,C=C(C)C1CC=C(C)C(=O)C1
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,training,*CC
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,training,*OP(=S)(O*)SCS*
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,training,*CC
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,training,*c1ccc(Cl)cc1
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,training,*OC
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,training,*OC1c2cc3c(cc2C(c2cc(*)c(O)c(*)c2)C2C(=O)OCC12)OCO3
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,training,*OC
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,training,*C1OC2COC(C)OC2C(O)C1O
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,training,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],training,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
Brc1ccc2ccccc2c1,training,Brc1ccc2ccccc2c1
CNC(=O)Oc1cccc(N=CN(C)C)c1,valid,*NC
CNC(=O)Oc1cccc(N=CN(C)C)c1,valid,*C(*)=O
CNC(=O)Oc1cccc(N=CN(C)C)c1,valid,*O*
CNC(=O)Oc1cccc(N=CN(C)C)c1,valid,*c1cccc(N=CN(C)C)c1
COc1cnc2ncncc2n1,training,*OC
COc1cnc2ncncc2n1,training,*c1cnc2ncncc2n1
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,training,*N1c2ncccc2C(=O)Nc2c(C)ccnc21
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,training,*C1CC1
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,test,*CC
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,test,*OP(=S)(O*)O*
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,test,*CC
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,test,*n1nc(*)nc1Cl
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,test,*C(C)C
C=CC(=C)C,training,C=CC(=C)C
C=CC(C)(O)CCC=C(C)C,training,*=C(C)C
C=CC(C)(O)CCC=C(C)C,training,*=CCCC(C)(O)C=C
COP(=S)(OC)Oc1ccc(SC)c(C)c1,training,*c1ccc(*)c(C)c1
COP(=S)(OC)Oc1ccc(SC)c(C)c1,training,*SC
COP(=S)(OC)Oc1ccc(SC)c(C)c1,training,*OP(=S)(OC)OC
OC1CCCCC1,training,OC1CCCCC1
C=CCC1(C)C(=O)NC(=O)NC1=O,training,*CC=C
C=CCC1(C)C(=O)NC(=O)NC1=O,training,*C1(C)C(=O)NC(=O)NC1=O
Cc1ccc(-c2ccccc2)cc1,training,*c1ccc(C)cc1
Cc1ccc(-c2ccccc2)cc1,training,*c1ccccc1
CCNc1nc(Cl)nc(NC(C)C)n1,training,*CC
CCNc1nc(Cl)nc(NC(C)C)n1,training,*N*
CCNc1nc(Cl)nc(NC(C)C)n1,training,*c1nc(*)nc(Cl)n1
CCNc1nc(Cl)nc(NC(C)C)n1,training,*N*
CCNc1nc(Cl)nc(NC(C)C)n1,training,*C(C)C
NC(=S)Nc1ccccc1,test,*NC(N)=S
NC(=S)Nc1ccccc1,test,*c1ccccc1
CCCC(=O)CCC,training,CCCC(=O)CCC
CC(=O)C(C)(C)C,training,CC(=O)C(C)(C)C
Oc1ccc(Cl)cc1,training,Oc1ccc(Cl)cc1
O=C1CCCCC1,training,O=C1CCCCC1
Cc1cccc(N)c1,training,Cc1cccc(N)c1
N#CC(Cl)(Cl)Cl,test,N#CC(Cl)(Cl)Cl
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,training,*NC
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,training,*n1ncc(*)c(Cl)c1=O
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,training,*c1cccc(*)c1
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,training,*C(F)(F)F
CCCCCCCCC(C)=O,training,CCCCCCCCC(C)=O
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,valid,*CC
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,valid,*N(*)*
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,valid,*CC
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,valid,*c1nc(*)nc(Cl)n1
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,valid,*N*
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,valid,*C(C)C
CCOC(=O)c1ccc(N)cc1,training,*CC
CCOC(=O)c1ccc(N)cc1,training,*O*
CCOC(=O)c1ccc(N)cc1,training,*C(*)=O
CCOC(=O)c1ccc(N)cc1,training,*c1ccc(N)cc1
Clc1ccc(Cl)c(Cl)c1,training,Clc1ccc(Cl)c(Cl)c1
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,valid,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
Oc1ccccc1O,training,Oc1ccccc1O
CCN1c2ncccc2C(=O)N(C)c2cccnc21,test,*CC
CCN1c2ncccc2C(=O)N(C)c2cccnc21,test,*N1c2ncccc2C(=O)N(C)c2cccnc21
CSC,test,CSC
Cc1ccccc1Br,training,Cc1ccccc1Br
CCOC(N)=O,training,*CC
CCOC(N)=O,training,*O*
CCOC(N)=O,training,*C(N)=O
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,test,*C(C)=O
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,test,*O*
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,test,*C1(*)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,test,*C(C)=O
CC(C)C(O)C(C)C,training,CC(C)C(O)C(C)C
c1ccc2ccccc2c1,training,c1ccc2ccccc2c1
CCNc1ccccc1,valid,*CC
CCNc1ccccc1,valid,*N*
CCNc1ccccc1,valid,*c1ccccc1
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,training,*c1ccccc1
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,training,*C1(*)NC(=O)NC1=O
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,training,*c1ccccc1
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,test,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,training,*CC
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,training,*OP(=S)(O*)S*
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,training,*CC
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,training,*C(*)CCl
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,training,*N1C(=O)c2ccccc2C1=O
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,training,*OC
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,training,*c1ccc(*)cc1
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,training,*C(*)C(Cl)(Cl)Cl
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,training,*c1ccc(*)cc1
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,training,*OC
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,training,*C(*)=O
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,training,*N*
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,training,*C(*)=O
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,training,*c1c(F)cccc1F
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,training,*N*
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,training,*c1cc(Cl)c(F)c(Cl)c1F
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,test,*C(=O)CCCC
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,test,*OC*
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,test,*N1C(=O)NC(*)(*)C1=O
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,test,*c1ccccc1
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,test,*c1ccccc1
CN(C)C(=O)Nc1ccc(Cl)cc1,training,*N(C)C
CN(C)C(=O)Nc1ccc(Cl)cc1,training,*C(*)=O
CN(C)C(=O)Nc1ccc(Cl)cc1,training,*N*
CN(C)C(=O)Nc1ccc(Cl)cc1,training,*c1ccc(Cl)cc1
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,training,*CC(*)(*)O
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,training,*n1cncn1
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,training,*c1ccc(F)cc1
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,training,*c1ccccc1F
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training,*C(C)=O
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training,*O*
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training,*CC(*)=O
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training,*C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(*)O
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training,*O*
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training,*C(C)=O
CCCCBr,training,CCCCBr
Brc1cc(Br)c(Br)cc1Br,test,Brc1cc(Br)c(Br)cc1Br
CC(=O)CC(C)C,training,CC(=O)CC(C)C
CCSC(=O)N(CC)C1CCCCC1,training,*CC
CCSC(=O)N(CC)C1CCCCC1,training,*C(=O)S*
CCSC(=O)N(CC)C1CCCCC1,training,*N(*)*
CCSC(=O)N(CC)C1CCCCC1,training,*CC
CCSC(=O)N(CC)C1CCCCC1,training,*C1CCCCC1
COc1ccc(Cl)cc1,training,*OC
COc1ccc(Cl)cc1,training,*c1ccc(Cl)cc1
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,*C1C(C=C(Br)Br)C1(C)C
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,*C(*)=O
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,*O*
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,*C(*)C#N
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,*c1cccc(*)c1
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,*O*
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,*c1ccccc1
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,training,*CC=C
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,training,*C1(*)C(=O)NC(=O)NC1=O
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,training,*C(C)CC
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,valid,*OP(=S)(OC)OC
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,valid,*c1ccc([N+](=O)[O-])c(C)c1
Ic1cccc2ccccc12,training,Ic1cccc2ccccc12
CCS,training,CCS
ClCC(Cl)Cl,training,ClCC(Cl)Cl
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,training,*n1nc(C)cc1*
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,training,*O*
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,training,*C(*)=O
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,training,*N(C)C
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,training,*c1ccccc1
NC(=O)c1ccccc1O,training,*C(N)=O
NC(=O)c1ccccc1O,training,*c1ccccc1O
Cc1ccccc1[N+](=O)[O-],training,Cc1ccccc1[N+](=O)[O-]
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,training,*C(C)C
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,training,*C1(*)C(=O)NC(=O)NC1=O
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,training,*C(C)C
CCc1ccccc1C,training,*CC
CCc1ccccc1C,training,*c1ccccc1C
CCCCCCCCl,training,CCCCCCCCl
CCC1(CC)C(=O)NC(=O)NC1=O,training,*CC
CCC1(CC)C(=O)NC(=O)NC1=O,training,*C1(*)C(=O)NC(=O)NC1=O
CCC1(CC)C(=O)NC(=O)NC1=O,training,*CC
c1ccc(CCc2ccccc2)cc1,valid,*c1ccccc1
c1ccc(CCc2ccccc2)cc1,valid,*CC*
c1ccc(CCc2ccccc2)cc1,valid,*c1ccccc1
ClC(Cl)C(Cl)Cl,training,ClC(Cl)C(Cl)Cl
CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,valid,*CC
CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,valid,*N1c2cc(*)cc(C)c2NC(=O)c2cccnc21
CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,valid,*OC
Cc1ccc2c(ccc3ccccc32)c1,training,Cc1ccc2c(ccc3ccccc32)c1
CCCCOC(=O)c1ccccc1C(=O)OCCCC,training,*CCCC
CCCCOC(=O)c1ccccc1C(=O)OCCCC,training,*O*
CCCCOC(=O)c1ccccc1C(=O)OCCCC,training,*C(*)=O
CCCCOC(=O)c1ccccc1C(=O)OCCCC,training,*c1ccccc1*
CCCCOC(=O)c1ccccc1C(=O)OCCCC,training,*C(*)=O
CCCCOC(=O)c1ccccc1C(=O)OCCCC,training,*O*
CCCCOC(=O)c1ccccc1C(=O)OCCCC,training,*CCCC
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,valid,*OC
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,valid,*c1c(O)c(Cl)c(Cl)c(Cl)c1Cl
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,training,*CC
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,training,*N(*)*
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,training,*CC
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,training,*C(=O)C(=*)Cl
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,training,*CC=*
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,training,*OP(=O)(OC)OC
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,valid,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,training,*CC
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,training,*O*
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,training,*C(*)=O
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,training,*c1cc(Cl)nc(N(C=O)NS(=O)(=O)c2ccccc2*)n1
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,training,*OC
COc1ccc([N+](=O)[O-])cc1,training,*OC
COc1ccc([N+](=O)[O-])cc1,training,*c1ccc([N+](=O)[O-])cc1
CCCCCCCl,training,CCCCCCCl
